A.Caldwell,DEN,WR,1,0,0,0,0,0,0,0,0,2,0,0,16
J.Thomas,DEN,TE,1,0,0,0,0,0,0,0,0,7,0,3,104
D.Thomas,DEN,WR,1,0,0,0,0,0,0,0,0,4,0,0,48
I.Burse,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0
A.Luck,IND,QB,1,5,1,19,0,53,0,2,370,0,0,0,0
T.Richardson,IND,RB,1,6,0,20,0,0,0,0,0,3,0,0,31
D.Allen,IND,TE,1,0,0,0,0,0,0,0,0,4,0,1,64
C.Fleener,IND,TE,1,0,0,0,0,0,0,0,0,3,0,0,21
T.Hilton,IND,WR,1,0,0,0,0,0,0,0,0,5,0,0,41
H.Nicks,IND,WR,1,0,0,0,0,0,0,0,0,5,0,1,36
D.Moncrief,IND,WR,1,0,0,0,0,0,0,0,0,1,0,0,9
G.Whalen,IND,WR,1,0,0,0,0,0,0,0,0,0,0,0,0
M.Stafford,DET,QB,1,4,1,2,0,32,0,2,346,0,0,0,0
G.Tate,DET,WR,1,1,0,4,0,0,0,0,0,6,0,0,93
T.Riddick,DET,RB,1,1,0,4,0,0,0,0,0,0,0,0,0
R.Bush,DET,RB,1,9,0,15,0,0,0,0,0,6,0,0,49
J.Bell,DET,RB,1,15,1,51,0,0,0,0,0,1,0,0,5
J.Fauria,DET,TE,1,0,0,0,0,0,0,0,0,1,0,0,26
B.Pettigrew,DET,TE,1,0,0,0,0,0,0,0,0,1,0,0,9
C.Johnson,DET,WR,1,0,0,0,0,0,0,0,0,7,0,2,164
J.Ross,DET,WR,1,0,0,0,0,0,0,0,0,0,0,0,0
E.Manning,NYG,QB,1,0,0,0,0,33,0,1,163,0,0,0,0
R.Jennings,NYG,RB,1,16,1,46,0,0,0,0,0,4,0,0,50
A.Williams,NYG,RB,1,5,0,9,0,0,0,0,0,0,0,0,0
D.Fells,NYG,TE,1,0,0,0,0,0,0,0,0,1,0,0,7
L.Donnell,NYG,TE,1,0,0,0,0,0,0,0,0,5,0,1,56
V.Cruz,NYG,WR,1,0,0,0,0,0,0,0,0,2,0,0,24
R.Randle,NYG,WR,1,0,0,0,0,0,0,0,0,2,0,0,1
P.Parker,NYG,WR,1,0,0,0,0,0,0,0,0,0,0,0,0
C.Palmer,ARI,QB,1,4,0,29,1,37,0,2,304,0,0,0,0
A.Ellington,ARI,RB,1,13,0,53,1,0,0,0,0,5,0,0,27
S.Taylor,ARI,RB,1,1,0,5,0,0,0,0,0,3,0,1,21
M.Floyd,ARI,WR,1,1,0,2,0,0,0,0,0,5,0,0,119
L.Fitzgerald,ARI,WR,1,0,0,0,0,0,0,0,0,1,0,0,22
R.Hughes,ARI,RB,1,0,0,0,0,0,0,0,0,1,0,0,7
Ja. Brown,ARI,WR,1,0,0,0,0,0,0,0,0,1,0,0,6
Jo. Brown,ARI,WR,1,0,0,0,0,0,0,0,0,2,0,1,29
R.Housler,ARI,TE,1,0,0,0,0,0,0,0,0,1,0,0,16
T.Ginn,ARI,WR,1,0,0,0,0,0,0,0,0,2,0,0,29
P.Rivers,SD,QB,1,2,0,10,0,36,0,1,238,0,0,0,0
D.Brown,SD,RB,1,2,0,-2,0,0,0,0,0,0,0,0,0
D.Woodhead,SD,RB,1,6,0,5,0,0,0,0,0,1,0,0,6
R.Mathews,SD,RB,1,12,1,40,0,0,0,0,0,2,0,0,20
E.Royal,SD,WR,1,2,0,-1,0,0,0,0,0,1,0,0,20
K.Allen,SD,WR,1,0,0,0,0,0,0,0,0,5,0,0,37
M.Floyd,SD,WR,1,0,0,0,0,0,0,0,0,4,0,1,50
L.Green,SD,TE,1,0,0,0,0,0,0,0,0,2,0,0,24
A.Gates,SD,TE,1,0,0,0,0,0,0,0,0,6,0,0,81
J.Flacco,BAL,QB,2,5,0,3,0,29,0,2,166,0,0,0,0
J.Forsett,BAL,RB,2,8,0,56,0,0,0,0,0,4,0,0,16
J.Jones,BAL,WR,2,1,0,2,0,0,0,0,0,1,0,0,4
B.Pierce,BAL,RB,2,22,0,96,0,0,0,0,0,1,0,0,7
S.Smith,BAL,WR,2,0,0,0,0,0,0,0,0,6,0,0,71
D.Pitta,BAL,TE,2,0,0,0,0,0,0,0,0,3,0,0,30
O.Daniels,BAL,TE,2,0,0,0,0,0,0,0,0,5,0,2,28
T.Smith,BAL,WR,2,0,0,0,0,0,0,0,0,1,0,0,10
B.Roethlisberger,PIT,QB,2,0,0,0,0,37,0,0,217,0,0,0,0
M.Wheaton,PIT,WR,2,2,0,22,0,0,0,0,0,5,0,0,38
A.Brown,PIT,WR,2,2,0,10,0,0,0,0,0,7,0,0,90
L.Blount,PIT,RB,2,3,0,8,0,0,0,0,0,0,0,0,0
L.Bell,PIT,RB,2,11,0,59,0,0,0,0,0,5,0,0,48
J.Brown,PIT,WR,2,0,0,0,1,0,0,0,0,1,0,0,6
H.Miller,PIT,TE,2,0,0,0,1,0,0,0,0,4,0,0,35
E.Manuel,BUF,QB,2,4,0,6,0,26,0,1,202,0,0,0,0
M.Goodwin,BUF,WR,2,1,0,4,0,0,0,0,0,0,0,0,0
F.Jackson,BUF,RB,2,12,0,24,0,0,0,0,0,2,0,0,27
C.Spiller,BUF,RB,2,12,0,69,0,0,0,0,0,1,0,0,9
A.Dixon,BUF,RB,2,2,0,3,0,0,0,0,0,0,0,0,0
C.Gragg,BUF,TE,2,0,0,0,0,0,0,0,0,1,0,0,14
S.Chandler,BUF,TE,2,0,0,0,0,0,0,0,0,2,0,0,27
R.Woods,BUF,WR,2,0,0,0,0,0,0,0,0,1,0,0,5
S.Watkins,BUF,WR,2,0,0,0,0,0,0,0,0,8,0,1,117
R.Tannehill,MIA,QB,2,4,0,11,0,49,0,1,241,0,0,0,0
L.Miller,MIA,RB,2,11,0,46,0,0,0,0,0,2,0,0,7
D.Williams,MIA,RB,2,5,0,19,0,0,0,0,0,0,0,0,0
R.Matthews,MIA,WR,2,0,0,0,0,0,0,0,0,1,0,0,4
C.Clay,MIA,RB,2,0,0,0,0,0,0,0,0,7,0,0,31
J.Landry,MIA,WR,2,0,0,0,1,0,0,0,0,5,0,0,49
M.Wallace,MIA,WR,2,0,0,0,0,0,0,0,0,5,0,1,56
O.Darkwa,MIA,RB,2,0,0,0,0,0,0,0,0,3,0,0,31
B.Hartline,MIA,WR,2,0,0,0,0,0,0,0,0,5,0,0,36
B.Gibson,MIA,WR,2,0,0,0,0,0,0,0,0,3,0,0,27
C.Newton,CAR,QB,2,4,0,19,0,34,0,1,281,0,0,0,0
J.Stewart,CAR,RB,2,15,1,37,0,0,0,0,0,1,0,0,22
C.Brown,CAR,WR,2,1,0,11,0,0,0,0,0,0,0,0,0
K.Benjamin,CAR,WR,2,0,0,0,0,0,0,0,0,2,0,0,46
G.Olsen,CAR,TE,2,0,0,0,0,0,0,0,0,6,0,0,72
J.Cotchery,CAR,WR,2,0,0,0,0,0,0,0,0,4,0,0,46
B.Bersin,CAR,WR,2,0,0,0,0,0,0,0,0,1,0,0,8
J.Avant,CAR,WR,2,0,0,0,0,0,0,0,0,5,0,1,54
M.Stafford,DET,QB,2,1,0,8,0,48,0,1,291,0,0,0,0
T.Riddick,DET,RB,2,1,0,0,0,0,0,0,0,0,0,0,0
R.Bush,DET,RB,2,6,0,26,0,0,0,0,0,2,0,0,6
J.Bell,DET,RB,2,10,0,36,1,0,0,0,0,6,0,0,61
J.Fauria,DET,TE,2,0,0,0,0,0,0,0,0,1,0,0,20
E.Ebron,DET,TE,2,0,0,0,0,0,0,0,0,3,0,0,38
J.Ross,DET,WR,2,0,0,0,1,0,0,0,0,2,0,0,23
C.Johnson,DET,WR,2,0,0,0,0,0,0,0,0,6,0,0,83
G.Tate,DET,WR,2,0,0,0,0,0,0,0,0,5,0,0,57
A.Dalton,CIN,QB,2,3,0,6,0,23,0,1,252,0,0,0,0
M.Sanu,CIN,WR,2,0,0,0,0,1,0,0,50,3,0,1,84
G.Bernard,CIN,RB,2,27,1,90,0,0,0,0,0,5,0,0,79
J.Hill,CIN,RB,2,15,1,74,0,0,0,0,0,2,0,0,22
B.Tate,CIN,WR,2,0,0,0,0,0,0,0,0,1,0,0,50
M.Ryan,ATL,QB,2,3,0,28,0,44,0,1,231,0,0,0,0
J.Rodgers,ATL,RB,2,5,0,23,0,0,0,0,0,0,0,0,0
D.Freeman,ATL,RB,2,0,0,0,0,0,0,0,0,2,0,0,22
A.Smith,ATL,RB,2,0,0,0,0,0,0,0,0,2,0,0,19
H.Douglas,ATL,WR,2,0,0,0,0,0,0,0,0,4,0,0,38
R.White,ATL,WR,2,0,0,0,0,0,0,0,0,5,0,0,42
J.Jones,ATL,WR,2,0,0,0,0,0,0,0,0,7,0,1,88
D.Hester,ATL,WR,2,0,0,0,0,0,0,0,0,1,0,0,2
L.Toilolo,ATL,TE,2,0,0,0,0,0,0,0,0,2,0,0,13
B.Hoyer,CLE,QB,2,0,0,0,0,40,0,1,204,0,0,0,0
J.Manziel,CLE,QB,2,0,0,0,0,1,0,0,0,0,0,0,0
I.Crowell,CLE,RB,2,11,0,54,0,0,0,0,0,1,0,0,3
T.West,CLE,RB,2,19,1,68,0,0,0,0,0,2,0,0,22
J.Dray,CLE,TE,2,0,0,0,0,0,0,0,0,1,0,0,5
A.Hawkins,CLE,WR,2,0,0,0,0,0,0,0,0,6,0,0,70
G.Barnidge,CLE,TE,2,0,0,0,0,0,0,0,0,4,0,0,41
M.Austin,CLE,WR,2,0,0,0,0,0,0,0,0,6,0,1,44
T.Gabriel,CLE,WR,2,0,0,0,0,0,0,0,0,3,0,0,13
T.Benjamin,CLE,WR,2,0,0,0,0,0,0,0,0,1,0,0,6
M.Moore,CLE,WR,2,0,0,0,0,0,0,0,0,0,0,0,0
D.Brees,NO,QB,2,1,0,3,0,40,0,2,237,0,0,0,0
B.Cooks,NO,WR,2,2,0,31,0,0,0,0,0,3,0,0,17
K.Robinson,NO,RB,2,8,0,31,1,0,0,0,0,0,0,0,0
M.Ingram,NO,RB,2,11,1,83,0,0,0,0,0,3,0,0,21
